feature,mean_abs_shap
is_stopped_t,0.09661156834697915
waiting_time_t,0.06511670121852414
speed_t,0.04639056053466044
tls_color_t,0.027699790853191474
dist_tls_t,0.021373854302323216
time_loss_t,0.016556521361611468
target_speed,0.014642849367283516
leader_speed_t,0.009199488203325485
leader_gap_t,0.005556600128290111
vehicle_type_EV,0.005405755209526588
vehicle_type_ICE,0.005282550919367817
action,0.005266463221379746
vehicle_type_HEV,0.00516370274680568
source_policy_DDQN,0.004676841800517855
source_policy_DQN,0.004361422603786449
acceleration_t,0.003617262190295814
source_policy_DDPG,0.003531204857498781
