feature,mean_abs_shap
dist_tls_t,0.08639123642925792
speed_t,0.07200790438392746
target_speed,0.06478356598778358
tls_color_t,0.05101320618150658
leader_speed_t,0.04466305028390293
is_stopped_t,0.042057863682654205
time_loss_t,0.041541158807081785
vehicle_type_ICE,0.04120384000729969
waiting_time_t,0.040047181858504456
vehicle_type_EV,0.03964683448333198
action,0.03707805884066266
vehicle_type_HEV,0.03677938225602784
acceleration_t,0.031017193962705164
source_policy_DDPG,0.030318873702588355
leader_gap_t,0.029423404995645698
source_policy_DDQN,0.028051151950470442
source_policy_DQN,0.02673412771501393
